sentence_id	token_id	token	surprisal
30	11	boar	13.7081
30	12	was	10.4454
30	13	missing	7.0273
30	14	and	3.6265
30	15	exclaimed	10.6793
30	16	,	1.74598
30	17	UNK-CAPS	11.2417
30	18	is	6.76724
30	19	this	7.37765
30	20	?	8.95077
30	21	A	8.9359
30	22	boar	13.3906
30	23	with	6.06868
30	24	no	4.9239
30	25	tongue	8.73539
30	26	?	6.94872
30	27	'	3.45239
30	28	He	6.01055
30	29	looked	6.69847
30	30	at	1.07219
30	31	the	1.96494
30	32	UNK-LC	4.97938
30	33	,	2.98082
30	34	UNK-LC-ly	7.80229
30	35	.	1.08194
31	1	UNK-CAPS	6.29689
31	2	come	12.2048
31	3	this	6.34059
31	4	creature	11.9943
31	5	has	10.0333
31	6	no	4.43225
31	7	tongue	11.1541
31	8	?	6.73146
31	9	'	5.17447
31	10	he	5.94777
31	11	demanded	9.76086
31	12	.	1.4518
32	1	All	6.17509
32	2	eyes	10.8624
32	3	were	2.82576
32	4	on	4.91079
32	5	the	0.981422
32	6	UNK-LC	5.54896
32	7	.	2.05852
33	1	The	1.78328
33	2	UNK-LC	7.97135
33	3	questioned	12.2986
33	4	by	2.59212
33	5	the	1.375
33	6	Lord	8.89189
33	7	replied	11.6336
33	8	,	1.69736
33	9	UNK-CAPS	10.1419
33	10	can	10.4318
33	11	not	3.28897
33	12	say	3.87146
33	13	,	2.53034
33	14	my	10.1134
33	15	Lord	10.1252
33	16	.	2.51269
34	1	'	9.18341
34	2	He	3.77048
34	3	was	2.96853
34	4	suddenly	8.43001
34	5	realizing	8.89926
34	6	his	3.34648
34	7	tricky	11.5422
34	8	situation	6.45175
34	9	could	13.0571
34	10	end	6.3992
34	11	badly	9.53233
34	12	for	4.45402
34	13	him	3.69141
34	14	.	2.18844
35	1	Through	8.05843
35	2	the	1.29988
35	3	door	10.1081
35	4	at	6.70113
35	5	this	4.47432
35	6	moment	5.04982
35	7	,	0.312236
35	8	the	1.92281
35	9	first	5.49061
35	10	UNK-LC	6.37044
35	11	burst	10.4719
35	12	.	4.80669
36	1	UNK-CAPS	6.29689
36	2	woes	15.0615
36	3	of	6.35307
36	4	Bradford	13.5333
36	5	are	3.99388
36	6	ended	11.8083
36	7	!	10.6894
36	8	'	5.68622
36	9	he	7.52355
36	10	cried	8.50281
36	11	.	1.04788
37	1	UNK-CAPS	6.29689
37	2	have	9.86218
37	3	slain	13.4668
37	4	the	1.92266
37	5	boar	14.1394
37	6	the	7.616
37	7	people	6.47562
37	8	of	2.60923
37	9	Bradford	13.7835
37	10	dreaded	18.0136
37	11	!	8.80535
37	12	'	5.47734
37	13	All	10.8215
37	14	eyes	8.85387
37	15	turned	8.30426
37	16	to	2.26865
37	17	the	1.90249
37	18	man	6.21267
37	19	who	2.13589
37	20	now	6.33422
37	21	stood	7.27469
37	22	in	2.07866
37	23	the	1.46528
37	24	doorway	9.70471
37	25	.	1.98409
38	1	UNK-CAPS	6.29689
38	2	reward	15.9408
38	3	is	5.51097
38	4	already	6.33679
38	5	given	7.63676
38	6	,	4.84055
38	7	'	6.11524
38	8	said	10.6097
38	9	the	2.90362
38	10	Lord	10.3408
38	11	of	5.92428
38	12	the	1.91513
38	13	Manor	11.1148
38	14	.	5.82989
39	1	UNK-CAPS	6.29689
39	2	man	12.9403
39	3	here	8.23928
39	4	has	2.74312
39	5	brought	6.01523
39	6	to	3.29381
39	7	me	5.62222
39	8	the	2.15233
39	9	boar	13.1649
39	10	's	5.1285
39	11	head	7.91367
39	12	.	2.33804
40	1	'	9.18341
40	2	UNK-CAPS	7.13494
40	3	where	10.9336
40	4	is	7.41716
40	5	its	6.46261
40	6	tongue	10.0025
40	7	?	2.26615
40	8	'	3.81911
40	9	the	7.18401
40	10	first	4.95129
40	11	UNK-LC	5.18363
40	12	replied	10.678
40	13	.	1.05291
41	1	And	4.40465
41	2	,	3.02173
41	3	so	5.37954
41	4	saying	13.4458
41	5	,	2.15921
41	6	he	3.90971
41	7	drew	8.44959
41	8	out	4.31033
41	9	the	2.50745
41	10	boar	13.3839
41	11	's	5.77534
41	12	tongue	8.40184
41	13	he	8.86794
41	14	had	2.32755
41	15	put	5.68611
41	16	in	2.43436
41	17	his	2.88479
41	18	hunting	11.3665
41	19	pouch	9.97491
41	20	and	4.88163
41	21	related	8.56385
41	22	how	13.4876
41	23	he	1.40607
41	24	had	1.98022
41	25	ambushed	11.0775
41	26	the	1.95328
41	27	creature	10.0615
41	28	in	2.57803
41	29	the	1.59219
41	30	wood	10.6571
41	31	and	4.09442
41	32	cut	15.4537
41	33	out	5.81329
41	34	its	5.54409
41	35	tongue	7.33037
41	36	as	5.06554
41	37	proof	7.51145
41	38	of	1.59467
41	39	his	2.12716
41	40	victory	7.93143
41	41	.	6.81117
42	1	Listening	12.4355
42	2	to	0.436401
42	3	the	1.3926
42	4	tale	8.14638
42	5	,	1.55039
42	6	the	2.25103
42	7	Lord	10.4769
42	8	of	6.24813
42	9	the	1.8046
42	10	Manor	11.255
42	11	tried	10.6398
42	12	to	0.26487
42	13	discern	8.98988
42	14	which	8.76831
42	15	UNK-LC	4.85388
42	16	was	2.95539
42	17	telling	7.64419
42	18	him	2.70489
42	19	the	3.92545
42	20	truth	5.13047
42	21	and	3.66855
42	22	what	5.89837
42	23	the	3.28598
42	24	two	5.10546
42	25	UNK-LC	6.68812
42	26	were	4.41312
42	27	thinking	5.27402
42	28	as	5.82114
42	29	they	4.56844
42	30	waited	8.3704
42	31	for	2.13722
42	32	him	3.08743
42	33	to	3.59972
42	34	make	3.79346
42	35	a	2.11071
42	36	decision	5.03864
42	37	.	9.3253
43	1	Almost	8.29898
43	2	instantly	13.2073
43	3	,	0.303498
43	4	the	1.95115
43	5	Lord	11.0224
43	6	saw	7.97681
43	7	that	3.285
43	8	the	1.95795
43	9	second	7.27325
43	10	UNK-LC	6.38578
43	11	had	3.82036
43	12	fed	9.87102
43	13	him	4.40464
43	14	a	4.27725
43	15	pack	9.13431
43	16	of	1.16947
43	17	lies	9.81799
43	18	and	1.90919
43	19	it	9.81811
43	20	was	2.52289
43	21	the	3.12454
43	22	first	2.5453
43	23	UNK-LC	5.69105
43	24	who	5.46134
43	25	was	2.60426
43	26	the	3.46681
43	27	true	6.75782
43	28	savior	8.11731
43	29	of	0.18589
43	30	Bradford	13.1655
43	31	.	2.84521
44	1	The	1.78328
44	2	Lord	11.6194
44	3	believed	10.3685
44	4	the	2.13245
44	5	second	7.71378
44	6	UNK-LC	7.19718
44	7	had	3.86581
44	8	tried	7.72348
44	9	to	0.289539
44	10	steal	6.71081
44	11	the	1.87703
44	12	first	5.77213
44	13	UNK-LC	6.17982
44	14	's	4.50935
44	15	prize	8.83517
44	16	and	3.50254
44	17	so	7.43871
44	18	proclaimed	10.7568
44	19	the	2.2557
44	20	first	5.56306
44	21	UNK-LC	5.70559
44	22	the	5.91655
44	23	true	7.45538
44	24	victor	8.94451
44	25	.	1.95259
45	1	The	1.78328
45	2	Lord	11.6194
45	3	wondered	12.5831
45	4	for	5.85664
45	5	a	2.50601
45	6	moment	6.89451
45	7	why	5.0255
45	8	he	1.51054
45	9	always	8.23323
45	10	encountered	9.57255
45	11	so	7.22631
45	12	much	0.994878
45	13	chicanery	15.7866
45	14	in	2.35012
45	15	his	2.10678
45	16	everyday	10.5481
45	17	interactions	12.0782
45	18	.	0.701581
46	1	The	1.78328
46	2	UNK-LC	7.97135
46	3	who	9.10157
46	4	had	3.92086
46	5	earned	7.90965
46	6	his	3.96889
46	7	prize	8.22688
46	8	fair	11.7847
46	9	and	4.1211
46	10	square	9.60418
46	11	received	11.5886
46	12	as	5.53811
46	13	his	5.08264
46	14	reward	9.84194
46	15	a	2.3123
46	16	piece	6.47645
46	17	of	0.223783
46	18	land	7.20204
46	19	just	8.30872
46	20	outside	7.15691
46	21	the	0.741324
46	22	town	4.70464
46	23	,	2.93416
46	24	known	6.12382
46	25	thereafter	11.8945
46	26	as	0.836644
46	27	Hunt	14.2112
46	28	Yard	9.57976
46	29	.	1.49566
47	1	His	5.94875
47	2	fame	10.2893
47	3	was	2.46755
47	4	indeed	7.60173
47	5	assured	8.45263
47	6	,	2.26166
47	7	but	1.81413
47	8	it	2.49435
47	9	was	1.59109
47	10	not	3.91042
